           SrcAddr        Dur   sMeanPktSz     SrcBytes       AckDat  SrcLoad  DstLoad   dMeanPktSz  Dport 
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.038852     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.005214     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.019360     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.005322     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.021802     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.005451     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.024118     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.005200     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.014742     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.005933     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.035855     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.004811     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.015078     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.006136     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.017463     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.005127     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   0.173843    64.333336          193     0.000000 15002.0* 5936.39*   163.000000 https
       192.168.0.2   4.991467   305.000000         1830     0.000000 2444.17* 0.000000     0.000000 54915
       192.168.0.2   0.016137    55.000000           55     0.000000 0.000000 0.000000    66.000000 https
       192.168.0.2   0.017807    81.000000           81     0.000000 0.000000 0.000000   113.000000 domain
       192.168.0.2   1.023940   176.600006         1766     0.000047 12422.6* 35384.8*   452.818176 https
       192.168.0.2   0.669615   152.166672          913     0.000054 9091.79* 45554.5*   544.625000 https
       192.168.0.2   0.232083    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   4.006643   305.000000         1525     0.000000 2435.95* 0.000000     0.000000 54915
       192.168.0.2   1.227722   233.666672         3505     0.000000 21320.7* 133150.*   888.416687 https
       192.168.0.1   0.000009    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.2   0.243819    60.000000           60     0.000000 1968.67* 0.000000    60.000000 kerbe*
       192.168.0.2   0.248906    55.000000           55     0.000000 0.000000 0.000000    66.000000 kerbe*
       192.168.0.2   0.983677   247.555557         2228     0.000034 16110.9* 34881.3*   612.625000 https
       192.168.0.2   4.993791   305.000000         1830     0.000000 2443.03* 0.000000     0.000000 54915
       192.168.0.2   0.229494    67.000000          134     0.000000 2335.57* 2440.15*    70.000000 5228
       192.168.0.2   0.242549    54.000000          108     0.000047 1781.08* 7223.28*    72.750000 https
       192.168.0.2   0.000000    54.000000           54     0.000054 0.000000 0.000000    85.500000 https
       192.168.0.2   4.004818   305.000000         1525     0.000000 2437.06* 0.000000     0.000000 54915
       192.168.0.2   0.016494    54.000000          108     0.000000 26191.3* 74693.8*    76.666664 https
       192.168.0.2   0.726025   115.666664          347     0.000000 4352.46* 2556.38*   131.500000 https
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.2   4.998340   305.000000         1830     0.000000 2440.81* 0.000000     0.000000 54915
       192.168.0.2   0.000000     0.000000            0     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.7   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.2   0.997478   305.000000          610     0.000000 2446.16* 0.000000     0.000000 54915
                 0   1.020013     0.000000            0     0.000000 0.000000 0.000000     0.000000      1
                 0   0.030172     0.000000            0     0.000000 0.000000 0.000000     0.000000      0
       192.168.0.2   4.491620    54.000000         1026     0.000000 8023.83* 1731.22*   237.100006 https
       192.168.0.2   4.038636   305.000000         1525     0.000000 2416.65* 0.000000     0.000000 54915
       192.168.0.2   4.585635    72.021278        10155     0.000000 17590.5* 0.000000     0.000000 mdns
fe80::1d85:84de:a*   4.585634    91.599998        12824     0.000000 22213.7* 0.000000     0.000000 mdns
fe80::1d85:84de:a*   0.421010    90.000000          450     0.000000 6840.69* 0.000000     0.000000 0x0000
       192.168.0.2   0.000000    54.000000           54     0.000000 0.000000 0.000000     0.000000
       192.168.0.2   0.000000    54.000000           54     0.000000 0.000000 0.000000     0.000000
fe80::1d85:84de:a*   0.000000    87.000000           87     0.000000 0.000000 0.000000     0.000000 hostm*
       192.168.0.2   0.000000    67.000000           67     0.000000 0.000000 0.000000     0.000000 hostm*
       192.168.0.2   0.000000    54.000000           54     0.000000 0.000000 0.000000     0.000000
       192.168.0.2   0.000000    54.000000           54     0.000000 0.000000 0.000000     0.000000
fe80::1d85:84de:a*   0.000000    87.000000           87     0.000000 0.000000 0.000000     0.000000 hostm*
       192.168.0.2   0.000000    67.000000           67     0.000000 0.000000 0.000000     0.000000 hostm*
       192.168.0.2   0.000000    54.000000           54     0.000000 0.000000 0.000000     0.000000
       192.168.0.2   3.029842   211.000000          844     0.000000 1671.37* 0.000000     0.000000 1900
       192.168.0.2   1.548642    92.000000         2760     0.000000 13782.3* 0.000000     0.000000 netbi*
fe80::1d85:84de:a*   0.413938    84.000000          168     0.000000 1623.43* 0.000000     0.000000 hostm*
       192.168.0.2   0.413889    64.000000          128     0.000000 1237.04* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.413634    84.000000          168     0.000000 1624.62* 0.000000     0.000000 hostm*
       192.168.0.2   0.413602    64.000000          128     0.000000 1237.90* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.413263    84.000000          168     0.000000 1626.08* 0.000000     0.000000 hostm*
       192.168.0.2   0.413414    64.000000          128     0.000000 1238.46* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.413012    84.000000          168     0.000000 1627.07* 0.000000     0.000000 hostm*
       192.168.0.2   0.412965    64.000000          128     0.000000 1239.81* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.412264    84.000000          168     0.000000 1630.02* 0.000000     0.000000 hostm*
       192.168.0.2   0.412284    64.000000          128     0.000000 1241.86* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.412140    84.000000          168     0.000000 1630.51* 0.000000     0.000000 hostm*
       192.168.0.2   0.412131    64.000000          128     0.000000 1242.32* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.411239    84.000000          168     0.000000 1634.08* 0.000000     0.000000 hostm*
       192.168.0.2   0.411209    64.000000          128     0.000000 1245.10* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.410988    84.000000          168     0.000000 1635.08* 0.000000     0.000000 hostm*
       192.168.0.2   0.410965    64.000000          128     0.000000 1245.84* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.422584    84.000000          168     0.000000 1590.21* 0.000000     0.000000 hostm*
       192.168.0.2   0.422551    64.000000          128     0.000000 1211.68* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.422418    84.000000          168     0.000000 1590.84* 0.000000     0.000000 hostm*
       192.168.0.2   0.422391    64.000000          128     0.000000 1212.14* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.420948    84.000000          168     0.000000 1596.39* 0.000000     0.000000 hostm*
       192.168.0.2   0.420911    64.000000          128     0.000000 1216.40* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.420720    84.000000          168     0.000000 1597.26* 0.000000     0.000000 hostm*
       192.168.0.2   0.420678    64.000000          128     0.000000 1217.08* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.418884    84.000000          168     0.000000 1604.26* 0.000000     0.000000 hostm*
       192.168.0.2   0.418852    64.000000          128     0.000000 1222.38* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.418719    84.000000          168     0.000000 1604.89* 0.000000     0.000000 hostm*
       192.168.0.2   0.418692    64.000000          128     0.000000 1222.85* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.418463    84.000000          168     0.000000 1605.87* 0.000000     0.000000 hostm*
       192.168.0.2   0.418439    64.000000          128     0.000000 1223.59* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.418278    84.000000          168     0.000000 1606.58* 0.000000     0.000000 hostm*
       192.168.0.2   0.418284    64.000000          128     0.000000 1224.04* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.416950    84.000000          168     0.000000 1611.70* 0.000000     0.000000 hostm*
       192.168.0.2   0.416927    64.000000          128     0.000000 1228.03* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.416816    84.000000          168     0.000000 1612.22* 0.000000     0.000000 hostm*
       192.168.0.2   0.416792    64.000000          128     0.000000 1228.43* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.416160    84.000000          168     0.000000 1614.76* 0.000000     0.000000 hostm*
       192.168.0.2   0.416133    64.000000          128     0.000000 1230.37* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.416008    84.000000          168     0.000000 1615.35* 0.000000     0.000000 hostm*
       192.168.0.2   0.415981    64.000000          128     0.000000 1230.82* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.420919    84.000000          168     0.000000 1596.50* 0.000000     0.000000 hostm*
       192.168.0.2   0.420894    64.000000          128     0.000000 1216.45* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.420698    84.000000          168     0.000000 1597.34* 0.000000     0.000000 hostm*
       192.168.0.2   0.420661    64.000000          128     0.000000 1217.13* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.420066    84.000000          168     0.000000 1599.74* 0.000000     0.000000 hostm*
       192.168.0.2   0.420032    64.000000          128     0.000000 1218.95* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.419810    84.000000          168     0.000000 1600.72* 0.000000     0.000000 hostm*
       192.168.0.2   0.419782    64.000000          128     0.000000 1219.68* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.419011    84.000000          168     0.000000 1603.77* 0.000000     0.000000 hostm*
       192.168.0.2   0.418982    64.000000          128     0.000000 1222.00* 0.000000     0.000000 hostm*
fe80::1d85:84de:a*   0.418790    84.000000          168     0.000000 1604.62* 0.000000     0.000000 hostm*
