           SrcAddr        Dur   sMeanPktSz     SrcBytes       AckDat  SrcLoad  DstLoad   dMeanPktSz  Dport 
fe80::e657:40ff:f*   0.000121    86.000000           86     0.000000 0.000000 0.000000    78.000000 0x0000
       192.168.0.4   4.007309   305.000000         3050     0.000000 5479.98* 0.000000     0.000000 54915
       192.168.0.4   3.526531   141.000000          423     0.000000 639.722* 408.333*    60.000000 https
fe80::e657:40ff:f*   3.002005   166.000000          332     0.000000 442.371* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.076781   150.000000          600     0.000000 1170.05* 0.000000     0.000000 0x0000
    185.197.24.245   2.433844   283.304352        26064     0.000000 84741.6* 92847.3*   291.204071 63853
       192.168.0.4   0.000000    87.000000           87     0.000000 0.000000 0.000000     0.000000 mdns
fe80::1852:e3a5:c*   0.000000   107.000000          107     0.000000 0.000000 0.000000     0.000000 mdns
       192.168.0.4   2.015004    60.000000          120     0.000000 238.212* 845.655*   213.000000 https
       192.168.0.4   2.998380   305.000000         2440     0.000000 5696.40* 0.000000     0.000000 54915
       192.168.0.4   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.4   2.498780   305.196838        38760     0.000000 123116.* 116412.*   277.560608 50001
       192.168.0.4   0.000000   126.000000          126     0.000000 0.000000 0.000000     0.000000 27018
       192.168.0.4   0.151595   141.000000          282     0.000000 7440.87* 3166.33*    60.000000 https
      192.168.0.13   0.000201    69.500000          139     0.000000 2786069* 0.000000     0.000000 https
2800:150:14c:697:*   0.016940   102.000000          102     0.000000 0.000000 0.000000   203.000000 domain
      192.168.0.13   0.000000    66.000000           66     0.000000 0.000000 0.000000     0.000000 https
       192.168.0.4   0.000000   167.000000          167     0.000000 0.000000 0.000000     0.000000 1900
       192.168.0.4   4.990486   305.000000         3660     0.000000 5378.23* 0.000000     0.000000 54915
       192.168.0.4   0.178237   165.500000          331     0.000000 7450.75* 0.000000   249.000000 https
       192.168.0.4   2.451075   311.175690        23027     0.000000 74142.1* 56562.9*   275.078125 50001
       192.168.0.4   4.178216   141.000000          564     0.000000 809.915* 344.644*    60.000000 https
2800:150:14c:697:*   0.014117    91.000000           91     0.000000 0.000000 0.000000   171.000000 domain
2800:150:14c:697:*   0.019956    91.000000           91     0.000000 0.000000 0.000000   150.000000 domain
       192.168.0.4   0.201744   460.888885         4148     0.000000 146244.* 76611.9*   322.000000 443
       192.168.0.4   0.000000    86.000000           86     0.000000 0.000000 0.000000     0.000000 57621
       192.168.0.4   0.000000   126.000000          126     0.000000 0.000000 0.000000     0.000000 27018
fe80::e657:40ff:f*   2.999881   166.000000          332     0.000000 442.684* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.111548   150.000000          600     0.000000 1156.98* 0.000000     0.000000 0x0000
       192.168.0.4   4.991220   282.543610        42099     0.000000 67024.8* 82076.9*   287.681549 50001
       192.168.0.1   0.000176    60.000000           60     0.000000 0.000000 0.000000    60.000000
       192.168.0.4   0.192744    76.500000          153     0.000000 3195.94* 3195.94*    76.500000 https
       192.168.0.4   4.886774    76.000000          228     0.000000 248.834* 399.445*   122.000000 https
       192.168.0.4   0.206069    74.500000          149     0.000000 2911.64* 2834.00*    72.500000 https
       192.168.0.4   4.992977   305.000000         3660     0.000000 5375.55* 0.000000     0.000000 54915
       192.168.0.4   4.381183   141.000000          423     0.000000 514.929* 219.118*    60.000000 https
2800:150:14c:697:*   0.014258    75.000000           75     0.000000 0.000000 0.000000    74.000000 https
       192.168.0.4   4.996958   288.288452        29982     0.000000 47539.3* 104383.*   295.022522 50001
fe80::e657:40ff:f*   0.000232    86.000000           86     0.000000 0.000000 0.000000    78.000000 0x0000
fe80::e657:40ff:f*   2.995310   166.000000          332     0.000000 443.359* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.392061   150.000000          600     0.000000 1061.30* 0.000000     0.000000 0x0000
2800:150:14c:697:*   0.206484    95.500000          191     0.000000 3719.41* 3641.92*    94.000000 https
2800:150:14c:697:*   0.015153   100.000000          100     0.000000 0.000000 0.000000   212.000000 domain
2800:150:14c:697:*   0.020890   100.000000          100     0.000000 0.000000 0.000000   236.000000 domain
2800:150:14c:697:*   0.120015   127.636360         1404     0.000000 85122.6* 443811.*   554.769226 https
   104.154.127.126   0.043193    65.000000           65     0.000000 0.000000 0.000000    60.000000 60280
       192.168.0.4   4.595636    60.000000          360     0.000000 522.234* 4184.83*   400.571442 https
       192.168.0.4   3.717068   126.000000          504     0.000000 813.544* 1506.56*   350.000000 27018
       192.168.0.4   0.169893   123.000000          123     0.000000 0.000000 0.000000    60.000000 1119
       192.168.0.4   0.183615    84.000000           84     0.000000 0.000000 0.000000    60.000000 https
       192.168.0.4   3.004717   210.000000          840     0.000000 1677.36* 0.000000     0.000000 1900
       192.168.0.4   4.006241   305.000000         3050     0.000000 5481.44* 0.000000     0.000000 54915
       192.168.0.4   0.198131    76.500000          153     0.000000 3109.05* 0.000000    93.000000 https
       192.168.0.4   4.998498   288.295441        38055     0.000000 60445.3* 88226.5*   251.709091 50001
       192.168.0.4   4.824217   125.714287          880     0.000000 1252.01* 669.953*    67.285713 https
fe80::e657:40ff:f*   3.003873   166.000000          332     0.000000 442.095* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.603810   150.000000          600     0.000000 998.942* 0.000000     0.000000 0x0000
       192.168.0.4   2.683307    80.000000          240     0.000000 477.023* 652.925*    73.000000 https
2800:150:14c:697:*   0.014354   115.000000          115     0.000000 0.000000 0.000000   240.000000 domain
       192.168.0.4   0.058393   106.166664          637     0.000000 72748.4* 1152329*  1051.333374 http
       192.168.0.4   0.101152   106.166664          637     0.000000 41996.2* 449857.*   947.857117 http
       192.168.0.4   0.097010   115.400002          577     0.000000 38099.1* 286485.*   868.400024 http
2800:150:14c:697:*   0.015171   103.000000          103     0.000000 0.000000 0.000000   213.000000 domain
       192.168.0.4   0.325622   287.899994         2879     0.000000 63681.2* 46114.8*   234.555557 https
       192.168.0.4   0.325374   289.299988         2893     0.000000 64024.7* 46223.7*   235.000000 https
       192.168.0.4   0.325235   288.299988         2883     0.000000 63830.7* 46145.0*   234.444443 https
2800:150:14c:697:*   0.204630    95.500000          191     0.000000 3753.11* 3674.92*    94.000000 https
       192.168.0.4   4.595134    60.000000          900     0.000000 1462.41* 7028.30*   288.333344 https
fe80::e657:40ff:f*   0.000170    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
fe80::e657:40ff:f*   0.000000    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
       192.168.0.4   4.999650   305.000000         3660     0.000000 5368.37* 0.000000     0.000000 54915
       192.168.0.1   0.000021    60.000000           60     0.000000 0.000000 0.000000    42.000000
fe80::e657:40ff:f*   0.000050    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
       192.168.0.4   4.980807   251.357147        14076     0.000000 22205.2* 76951.3*   299.434784 50001
fe80::e657:40ff:f*   0.000000    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
fe80::e657:40ff:f*   3.000066   166.000000          332     0.000000 442.656* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.234819   150.000000          600     0.000000 1112.89* 0.000000     0.000000 0x0000
2800:150:14c:697:*   0.307738   599.555542        10792     0.000000 264978.* 607815.*   935.230774 443
       192.168.0.4   4.854640    60.000000          780     0.000000 1186.49* 8720.72*   330.705872 https
       192.168.0.4   4.995428   208.448273         6045     0.000000 9347.74* 130014.*   285.859650 50001
       192.168.0.4   4.998535   305.000000         3660     0.000000 5369.57* 0.000000     0.000000 54915
       192.168.0.4   0.000000   126.000000          126     0.000000 0.000000 0.000000     0.000000 27018
       192.168.0.4   4.157705   119.599998          598     0.000000 921.662* 540.682*    70.199997 https
